project_id,description,location,contractor,cost,completion_date,report_contract_id,start_date,project_type,funding_year,report_year,region,lat,lng
P00620187LZ,"Construction of Slope Protection/Sea Wall, Brgy. Bangan, Botolan, Zambales",ZAMBALES,HIGH STRENGTH DEV. CORPORATION,69009815.77,2022-07-18,22CL0004,02/23/2022,Construction of Slope Protection Structure,2022,2022,Region III,15.275352,120.007582
P00640537LZ,"Construction of Flood Mitigation Structure,Tambak River (Upstream) Phase III, Iba, Zambales",ZAMBALES,CDC CONSTRUCTION & SUPPLIES,37620000,2022-09-27,22CL0079,04/04/2022,Construction of Flood Mitigation Structure,2022,2022,Region III,15.332465,120.008196
P00640538LZ,"Construction of Flood Mitigation Structure,Tambak River (Upstream) Phase IV, Iba, Zambales",ZAMBALES,ORANI CONSTRUCTION AND SUPPLY CORPORATION (FORMERLY:ORANI BUILDERS & SUPPLY),37620000,2022-09-26,22CL0080,04/04/2022,Construction of Flood Mitigation Structure,2022,2022,Region III,15.334361,120.008643
P00820713LZ,"Construction of Flood Mitigation Facilities along Alaminos River (Barangay Cabatuan - Victoria Section), Sta. 024+385 - Sta. 024+629, Alaminos City, Pangasinan",PANGASINAN,ALCEL CONSTRUCTION,49000000,2024-07-18,24AG0016,02/05/2024,Construction of Flood Mitigation Structure,2024,2024,Region I,16.115065,120.008678
P00844770LZ,"Construction of Flood Control Structure along Bancal-San Isidro-Mambog River (Totun Lanum) Phase 3, Sitio Tambak, (North Side), Barangay Palanginan, Iba, Zambales",ZAMBALES,RAIK CONSTRUCTION AND DEVELOPMENT CORPORATION (FORMERLY: RAIK CONSTRUCTION AND SUPPLY),47579211.86,2024-11-13,24CL0127,02/22/2024,Construction of Flood Mitigation Structure,2024,2024,Region III,15.319846,120.008689
P00843215LZ,"Construction of Flood Control Structure, Brgy. Lucap, Alaminos City, Pangasinan (Package II)",PANGASINAN,ORIENTAL SALES CENTER AND CONTRACTOR / ALCEL CONSTRUCTION,96491365.52,2025-03-03,24AG0021,02/12/2024,Construction of Flood Mitigation Structure,2024,2024,Region I,16.182669,120.008813
P00640536LZ,"Construction of Flood Mitigation Structure,Tambak River (Upstream) Phase II, Iba, Zambales",ZAMBALES,CDC CONSTRUCTION & SUPPLIES,39303000,2022-09-28,22CL0073,04/04/2022,Construction of Flood Mitigation Structure,2022,2022,Region III,15.330417,120.009491
P00640540LZ,"Construction of Slope Protection/Flood Control Structure along Tambak River (Upstream), Phase 6, Iba, Zambales",ZAMBALES,CDC CONSTRUCTION & SUPPLIES,49500000,2022-12-12,22CL0081,04/04/2022,Construction of Slope Protection Structure,2022,2022,Region III,15.333914,120.010577
P00640539LZ,"Construction of Flood Mitigation Structure,Tambak River (Upstream), Iba, Zambales",ZAMBALES,HIGH STRENGTH DEV. CORPORATION,39303000,2022-09-28,22CL0072,04/04/2022,Construction of Flood Mitigation Structure,2022,2022,Region III,15.327896,120.011307
P00725703LZ,"Construction of Flood Control Structure at Bucao River North Approach Downstream, Botolan, Zambales",ZAMBALES,NICLEDON CONSTRUCTION / GRACE CONSTRUCTION CORPORATION,96499292.34,2023-12-16,23C00072,06/20/2023,Construction of Flood Mitigation Structure,2023,2023,Region III,15.269167,120.015853
P00740643LZ,"Construction of Flood Control along Batonlapoc Creek, Batonlapoc, Botolan, Zambales",ZAMBALES,MARKBILT CONSTRUCTION TRADING & DEVELOPMENT CORP. (FORMERLY:MARKBILT CONSTRUCTION),28870422.99,2023-12-07,23CL0081,04/17/2023,Construction of Flood Mitigation Structure,2023,2023,Region III,15.290068,120.028599
P00726748LZ,"Construction of Flood Control Structure at Bucao River North Approach Downstream Phase 2, Botolan, Zambales",ZAMBALES,"R.A. PAHATI CONST. & SUPPLY, INC.",48998700.23,2023-11-22,23CL0024,02/22/2023,Construction of Flood Mitigation Structure,2023,2023,Region III,15.2656,120.03
P00726837LZ,"Construction of Riverbank Protection along Sinucalan River, Barangay Bacayao Norte, Dagupan City, Pangasinan",PANGASINAN,BET CONSTRUCTION & SUPPLY,106150000,2024-02-02,23A00281,05/09/2023,Construction of Flood Mitigation Structure,2023,2023,Region I,16.034463,120.034463
P00620555LZ,"Rehabilitation of Flood Control Structure at Bucao River, Upstream, Sta. 0 + 500 - Sta. 0 + 950, Botolan, Zambales",ZAMBALES,ORANI CONSTRUCTION AND SUPPLY CORPORATION (FORMERLY:ORANI BUILDERS & SUPPLY),47039334.54,2022-09-28,22CL0043,03/16/2022,Rehabilitation / Major Repair of Flood Control Structure,2022,2022,Region III,15.269232,120.040069
P00620523LZ,"Construction of Flood Control Structure along Bulo River, San Miguel, Bulacan",BULACAN,MRRM TRADING & CONSTRUCTION,46031419.24,2022-09-11,22CD0047,02/28/2022,Construction of Flood Mitigation Structure,2022,2022,Region III,15.24101,120.04711
P00742377LZ,"Construction of Slope Protection Structure (Upstream L/S) along the highway going to Olongapo, Barangay Banuanbayo, Cabangan, Zambales",ZAMBALES,KAEE CONSTRUCTION SERVICES,5850198.15,2023-10-23,23CL0138,05/31/2023,Construction of Slope Protection Structure,2023,2023,Region III,15.156488,120.055051
P00561720LZ,"Construction of Slope Protection/Flood Control, Brgy. Poonbato, Municipality of Botolan, Province of Zambales",ZAMBALES,CDC CONSTRUCTION & SUPPLIES,24750000,2022-07-11,21CL0092,01/10/2022,Construction of Slope Protection Structure,2021,2021,Region III,15.313149,120.056073
P00561574LZ,"Construction of River Protection along Pula River, Paluan, Occidental Mindoro",OCCIDENTAL MINDORO,"NEW MINDORENOS LUMBER, HARDWARE AND GEN MERCHANDISE",19042647.14,2023-05-29,21EB0120,09/23/2021,Construction of Flood Mitigation Structure,2021,2021,Region IV-B,13.416389,120.40111
P00742373LZ,"Construction of Slope Protection with Steel Sheet Pile Foundation and Road Component Along Camiling River Left Bank, Anoling 3rd to Pao 1st Section, Camiling, Tarlac (Package G)",TARLAC,A.C. SOLIVEN CONSTRUCTION & GENERAL MERCHANDISE,48050158.9,2023-09-13,23CJ0141,03/17/2023,Construction of Slope Protection Structure,2023,2023,Region III,15.655183,120.401175
P00630929LZ,"Construction of Slope Protection, Barangays Embarcadero, Macayug, Inlambo, Navaluan, Osiem and Landas, Mangaldan, Pangasinan",PANGASINAN,J.G. GARCIA CONSTRUCTION & SUPPLY (FOR: J.G. GARCIA CONST.),57900000,2022-10-03,22A00209,04/07/2022,Construction of Slope Protection Structure,2022,2022,Region I,16.065,120.4012
P00742271LZ,"Construction of Flood Control Structure at Brgy. Antonino, Balaoan, La Union",LA UNION,PAGTAENGAN BUILDERS AND CONCRETE PRODUCTS,9799384.97,2023-06-26,23AE0041,05/24/2023,Construction of Flood Mitigation Structure,2023,2023,Region I,16.818711,120.401534
P00821475LZ,"Construction of Flood Control Structure along Aringay River Basin, Tubao, La Union (Package 8)",LA UNION,RODEKOM GENERAL CONSTRUCTION AND ENTERPRISE,48926107.83,2025-03-17,24AF0012,02/02/2024,Construction of Flood Mitigation Structure,2024,2024,Region I,16.367985,120.401734
P00824807LZ,"Construction of Flood Control Structure along Baroro River, Barangay Bucao, San Gabriel, La Union",LA UNION,ST. GERRARD CONSTRUCTION GEN. CONTRACTOR & DEVELOPMENT CORP. (FORMERLY:ST. GERRARD CONSTRUCTION),154399996.76,2024-04-15,24A00278,03/01/2024,Construction of Flood Mitigation Structure,2024,2024,Region I,16.665165,120.402042
P00727245LZ,"Construction of Flood Control Structure along the Aringay River Basin, Tubao, La Union (Package 6)",LA UNION,UNIVERSAL DE LEON CONSTRUCTION AND AGGREGATES,72334997.36,2024-02-11,23AF0112,04/19/2023,Construction of Flood Mitigation Structure,2023,2023,Region I,16.366497,120.402162
P00727243LZ,"Construction of Flood Control Structure along the Aringay River Basin, Tubao, La Union (Package 4)",LA UNION,UNIVERSAL DE LEON CONSTRUCTION AND AGGREGATES,72334995.83,2024-02-11,23AF0110,04/19/2023,Construction of Flood Mitigation Structure,2023,2023,Region I,16.370192,120.402272
P00727244LZ,"Construction of Flood Control Structure along the Aringay River Basin, Tubao, La Union (Package 5)",LA UNION,UNIVERSAL DE LEON CONSTRUCTION AND AGGREGATES,72334992.2,2024-02-11,23AF0111,04/19/2023,Construction of Flood Mitigation Structure,2023,2023,Region I,16.370253,120.402303
P00839554LZ,"Construction of Drainage System at Barangay Bari, Mangaldan, Pangasinan",PANGASINAN,MIGHTYWAY CONSTRUCTION AND SUPPLY,4950000,2024-05-18,24AH0056,02/15/2024,Construction of Drainage Structure,2024,2024,Region I,16.059806,120.403223
P00621287LZ,"Construction of Camiling-Agno River Floodway, Tarlac, Phase 4",TARLAC,BMK CONSTRUCTION CORPORATION (FORMERLY B.M.K. CONSTRUCTION) / ROYAL CROWN MONARCH CONSTRUCTION & SUPPLIES CORP.,289499994.76,2024-09-01,22C00084,07/25/2022,Construction of Flood Mitigation Structure,2022,2022,Region III,15.740944,120.403308
P00820103LZ,"Construction of Flood Control Mitigation Structure along Barangay Bumbuneg-Baroro, San Gabriel, La Union",LA UNION,MY BUILDERS AND CONSTRUCTION,82971487.54,2024-10-25,24AE0019,02/14/2024,Construction of Flood Mitigation Structure,2024,2024,Region I,16.6716653,120.4033116
P00631073LZ,"Construction of Flood Control Mitigation Structures Along Bauang River Basin, (Brgy. Nagrebcan, Bauang), (Brgy. Mamat-Ing Sur, Naguilian), La Union",LA UNION,E.E. MADAYAG CONSTRUCTION,7693165.65,2022-07-25,22AF0031,02/22/2022,Construction of Flood Mitigation Structure,2022,2022,Region I,16.577,120.4036
P00821474LZ,"Construction of Flood Control Structure along Aringay River Basin, Barangay Sta. Teresa, Tubao, La Union",LA UNION,VILLAR GENERAL CONSTRUCTION AND SUPPLIES,48987820.45,2025-03-16,24AF0048,02/29/2024,Construction of Flood Mitigation Structure,2024,2024,Region I,16.365157,120.403667
P00742276LZ,"Construction of Flood Control System Aringay River, Sta. Teresa, Tubao, La Union",LA UNION,E.E. MADAYAG CONSTRUCTION,29000189.13,2023-07-03,23AF0075,03/15/2023,Construction of Flood Mitigation Structure,2023,2023,Region I,16.38129444,120.4046583
P00727333LZ,"Construction of Flood Control Structure along the Aringay River Basin, Tubao, La Union (Package 7)",LA UNION,ROCK-WBL CONSTRUCTION CORP. (FOR: ROCK-WBL CONSTRUCTION TRADING & SERVICES),24459999.44,2024-02-11,23AF0113,04/19/2023,Construction of Flood Mitigation Structure,2023,2023,Region I,16.380569,120.404675
P00727242LZ,"Construction of Flood Control Structure along the Aringay River Basin, Tubao, La Union (Package 3)",LA UNION,UNIVERSAL DE LEON CONSTRUCTION AND AGGREGATES,72334993.61,2024-02-11,23AF0109,04/19/2023,Construction of Flood Mitigation Structure,2023,2023,Region I,16.372723,120.40487
P00727240LZ,"Construction of Flood Control Structure along the Aringay River Basin, Tubao, La Union (Package 1)",LA UNION,ROCK-WBL CONSTRUCTION CORP. (FOR: ROCK-WBL CONSTRUCTION TRADING & SERVICES),72334422.8,2024-02-11,23AF0107,04/19/2023,Construction of Flood Mitigation Structure,2023,2023,Region I,16.278859,120.404971
P00845902LZ,"Construction of Flood Control Structure along Aringay River Basin, Brgy. Leones East, Tubao, La Union",LA UNION,VILLAR GENERAL CONSTRUCTION AND SUPPLIES,29693457.1,2025-02-16,24AF0049,02/27/2024,Construction of Flood Mitigation Structure,2024,2024,Region I,16.363388,120.405002
P00839551LZ,"Construction of Flood Control Structure, Aringay River Basin, Barangay Leones East, Tubao, La Union",LA UNION,VILLAR GENERAL CONSTRUCTION AND SUPPLIES,14849401.14,2024-10-01,24A00155,09/09/2024,Construction of Flood Mitigation Structure,2024,2024,Region I,16.362418,120.405027
P00727079LZ,"Construction of Tamurong Flood Control leading to Candon-Santiago-San Esteban Coastal Road, Barangay Tamurong, Candon City, Ilocos Sur",ILOCOS SUR,FIRST NORTHWAY DEVELOPMENT & CONSTRUCTION CORP.,38023727.14,2024-10-29,23AD0046,04/04/2023,Construction of Flood Mitigation Structure,2023,2023,Region I,17.21407,120.40523
P00726498LZ,"Construction of Slope Protection with Steel Sheet Pile Foundation along Camiling River (Right Bank), Baybayaoas-Telbang Section (Package R), Tarlac",TARLAC,ROYAL CROWN MONARCH CONSTRUCTION & SUPPLIES CORP.,144749856.69,2024-04-22,23C00065,03/20/2023,Construction of Slope Protection Structure,2023,2023,Region III,15.6607459,120.4052808
P00727241LZ,"Construction of Flood Control Structure along the Aringay River Basin, Tubao, La Union (Package 2)",LA UNION,MG SAMIDAN CONSTRUCTION,72334998.14,2024-02-11,23AF0108,04/19/2023,Construction of Flood Mitigation Structure,2023,2023,Region I,16.376165,120.405872
P00639316LZ,"Construction of Slope Protection Works along Naguilian - Bagulin Road, La Union",LA UNION,"J.H. PAJARA CONSTRUCTION CORPORATION / S-ANG CONSTRUCTION & GENERAL TRADING, INC.",201253790,2023-04-12,22A00274,04/12/2022,Construction of Slope Protection Structure,2022,2022,Region I,16.55569,120.40632
P00737427LZ,"Construction of Slope Protection along Ingalera River, Barangay Ican, Malasiqui, Pangasinan",PANGASINAN,HIGH ROCK CONSTRUCTION AND SUPPLIES INCORPORATED,4847330.62,2023-09-01,23AJ0061,06/21/2023,Construction of Flood Mitigation Structure,2023,2023,Region I,15.94393,120.40753
P00621085LZ,"Construction of Flood Control Structure along Camiling River (Left Bank, Phase II), Poblacion D to G Section, Camiling, Tarlac",TARLAC,ROYAL CROWN MONARCH CONSTRUCTION & SUPPLIES CORP.,48167000.08,2022-11-07,22CJ0031,03/12/2022,Construction of Flood Mitigation Structure,2022,2022,Region III,15.68087,120.408252
P00726068LZ,"Construction of Slope Protection along Ingalera River, Barangay Ican, Malasiqui, Pangasinan (Phase III)",PANGASINAN,JEUSMACK BUILDERS & CONSTRUCTION SUPPLY,19192162.85,2023-03-20,23AJ0006,02/13/2023,Construction of Flood Mitigation Structure,2023,2023,Region I,15.94914,120.40848
P00726090LZ,"Construction of Slope Protection Works along Binalbalolong Creek, Barangay Poblacion, Malasiqui, Pangasinan",PANGASINAN,JEUSMACK BUILDERS & CONSTRUCTION SUPPLY,19599584.16,2023-03-20,23AJ0009,02/13/2023,Construction of Flood Mitigation Structure,2023,2023,Region I,15.921896,120.408675
P00823292LZ,"Construction of Flood Control Structure along Balili River, Barangay Ambaracao Norte, Naguilian, La Union",LA UNION,MG SAMIDAN CONSTRUCTION,115799720.8,2024-08-19,24A00442,05/13/2024,Construction of Flood Mitigation Structure,2024,2024,Region I,16.502485,120.40975
P00824809LZ,"Construction of Flood Control Structure along Baroro River, Barangay Poblacion, San Gabriel, La Union",LA UNION,ST. GERRARD CONSTRUCTION GEN. CONTRACTOR & DEVELOPMENT CORP. (FORMERLY:ST. GERRARD CONSTRUCTION),154399995.59,2024-04-15,24A00280,03/01/2024,Construction of Flood Mitigation Structure,2024,2024,Region I,16.6822,120.4098
P00631271LZ,"Construction of Slope Protection along Camiling River Right Bank, Surgui 1st Section, Surgui 1st, Camiling, Tarlac",TARLAC,R.R. RICAFORT CONSTRUCTION AND SUPPLIES,43210090.76,2022-07-22,22CJ0022,01/28/2022,Construction of Slope Protection Structure,2022,2022,Region III,15.68264,120.410105
P00725712LZ,"Construction of Flood Control Project along Colo Creek Tributary to Colo River, Dinalupihan, Bataan",BATAAN,ORANI CONSTRUCTION AND SUPPLY CORPORATION (FORMERLY:ORANI BUILDERS & SUPPLY),48250000,2024-01-26,23C00262,07/31/2023,Construction of Flood Mitigation Structure,2023,2023,Region III,14.84710556,120.4104917
P00631267LZ,"Construction of Flood Control Structures Along Camiling River Left Bank Phase II-2, Poblacion D to G Section, Poblacion D to G, Camiling, Tarlac",TARLAC,GJE BUILDERS CORPORATION (FORMERLY: GJE BUILDERS),28870799.6,2022-10-15,22CJ0034,03/10/2022,Construction of Flood Mitigation Structure,2022,2022,Region III,15.683279,120.410616
P00620549LZ,"Construction of Drainage Outfall for Romulo Highway (Phase 2), Camiling, Tarlac",TARLAC,CS GONZALES CONSTRUCTION AND SUPPLY,19219599.55,2022-07-14,22CJ0118,02/14/2022,Construction of Flood Mitigation Structure,2022,2022,Region III,15.688302,120.411119
P00639363LZ,"Rehabilitation Canal System of CLBRIS (Colo RIS), Dinaluphan, Bataan",BATAAN,TDC II PRO BUILDERS,72374999.81,2023-04-19,22CA0082,06/13/2022,Rehabilitation / Major Repair of Drainage Structure,2022,2022,Region III,14.845038,120.411674
P00621570LZ,"Construction of Slope Protection Structure Along Camiling River Right Bank, Surgui 1st - Cacamilingan Sur Section (Package B), Camiling, Tarlac",TARLAC,ROYAL CROWN MONARCH CONSTRUCTION & SUPPLIES CORP.,93605000,2022-11-28,22CJ0187,03/30/2022,Construction of Slope Protection Structure,2022,2022,Region III,15.682664,120.411703
P00621572LZ,"Construction of Slope Protection Structure along Camiling River, Poblacion D to G Section (Package C), Camiling, Tarlac",TARLAC,ROYAL CROWN MONARCH CONSTRUCTION & SUPPLIES CORP.,96500000,2022-11-22,22CJ0193,03/24/2022,Construction of Slope Protection Structure,2022,2022,Region III,15.683264,120.412382
P00823295LZ,"Construction of Tamurong Flood Control, Candon City, Ilocos Sur",ILOCOS SUR,FIRST NORTHWAY DEVELOPMENT & CONSTRUCTION CORP.,33774671.1,2024-11-22,24AD0069,05/03/2024,Construction of Revetment,2024,2024,Region I,17.206896,120.412804
P00525866LZ,"Construction of Seawall, Brgy. Salomague, Cabugao, Ilocos Sur",ILOCOS SUR,VIKING CONSTRUCTION & SUPPLIES,49000000,2022-12-31,21AC0023,02/24/2022,Construction of Revetment,2021,2021,Region I,17.78127222,120.4135
P00640457LZ,"Construction of Slope Protection Structure along Camiling River, Poblacion D to G Serction (Package C), Camiling, Tarlac",TARLAC,A.C. SOLIVEN CONSTRUCTION & GENERAL MERCHANDISE,97015000,2022-11-29,22CJ0194,03/31/2022,Construction of Slope Protection Structure,2022,2022,Region III,15.682832,120.414219
P00621571LZ,"Construction of Slope Protection Structure Along Camiling River Right Bank, Surgui 1st - Cacamilingan Sur Section (Package C), Camiling, Tarlac",TARLAC,ROYAL CROWN MONARCH CONSTRUCTION & SUPPLIES CORP.,96500000,2023-04-06,22CJ0188,03/30/2022,Construction of Slope Protection Structure,2022,2022,Region III,15.681961,120.414578
P00823314LZ,"Construction of Flood Control Structure along Aringay River Basin Barangay Halog East, Tubao, La Union (Package 7)",LA UNION,VILLAR GENERAL CONSTRUCTION AND SUPPLIES,19284998.86,2025-03-16,24AF0140,05/07/2024,Construction of Flood Mitigation Structure,2024,2024,Region I,16.356472,120.414691
P00621474LZ,"Contruction of Slope Protection Structure with Steel Sheet Pile Foundation Along Camiling River Left Bank, Pindangan 1st - Pindangan 2nd Section (Package A), Camiling, Tarlac",TARLAC,FLORDES CONSTRUCTION & TRADING CORP. (FORMERLY FLO,94564193,2023-04-28,22CJ0110,03/30/2022,Construction of Slope Protection Structure,2022,2022,Region III,15.746609,120.415041
P00620956LZ,"Construction of River Bank Protection along Bued River, Brgy. Macayug, Mangaldan, Pangasinan",PANGASINAN,FORTHRIGHT CONSTRUCTION,24124966.41,2022-12-14,22A00184,04/07/2022,Construction of Flood Mitigation Structure,2022,2022,Region I,16.08131,120.41543
P00621090LZ,"Construction of Flood Control Structure Along Camiling River Right Bank, Tambugan Section (Phase III), Camiling, Tarlac",TARLAC,A.C. SOLIVEN CONSTRUCTION & GENERAL MERCHANDISE,38708110.64,2022-07-16,22CJ0009,01/28/2022,Construction of Flood Mitigation Structure,2022,2022,Region III,15.701498,120.415661
