project_id,report_contract_id,report_year,funding_year,description,project_type,location,region,region_clean,contractor,contractor_clean,cost,cost_numeric,start_date,start_date_iso,completion_date,completion_date_iso,lat,lng
9121,24KA0031,2024,2024,"Construction of Flood Mitigation Structure in Barangay Laguitas, Malaybalay City, Bukidnon",,BUKIDNON,X,Region X,"JT GAMOLO CONSTRUCTION, INCORPORATION (FORMERLY:J.T. GAMOLO CONSTRUCTION)",JT GAMOLO INCORPORATION (FORMERLY:J.T. GAMOLO ),"141,855,000.00",141855000.0,01/31/2024,2024-01-31,03/25/2025,2025-03-25,8.092756,125.131481
9122,24KA0069,2024,2024,"Construction of Flood Mitigation Structure in Barangay Magkalungay, San Fernando, Bukidnon",,BUKIDNON,X,Region X,"JT GAMOLO CONSTRUCTION, INCORPORATION (FORMERLY:J.T. GAMOLO CONSTRUCTION)",JT GAMOLO INCORPORATION (FORMERLY:J.T. GAMOLO ),"144,750,000.00",144750000.0,01/31/2024,2024-01-31,03/25/2025,2025-03-25,7.860592,125.370344
7265,24FM0038,2024,2024,"Construction of San Jacinto Shore Protection Structure, Sitio Cagas, Barangay Calipat-an, San Jacinto, Masbate",,MASBATE,V,Region V,A3 CONSTRUCTION & SUPPLY / EJ CANTORIA CONSTRUCTION & SUPPLY,A3 & SUPPLY / EJ CANTORIA & SUPPLY,"63,156,272.13",63156272.13,04/08/2024,2024-04-08,03/25/2025,2025-03-25,12.55944,123.73889
4468,25CF0004,2025,2025,"Construction of Flood Mitigation Structure along Pampanga River, Barangay Calaba, San Isidro, Nueva Ecija",,NUEVA ECIJA,III,Region III,TRIPLE S BUILDERS INC.,TRIPLE S,"34,128,123.18",34128123.18,02/11/2025,2025-02-11,03/25/2025,2025-03-25,15.303961,120.868675
3286,24BG0181,2024,2024,"Construction of Flood Control Structure along Cagayan River, Barangay Calaccab, Angadanan, Isabela",,ISABELA,II,Region II,"INFINITUM 888 CONSTRUCTION AND DEVELOPMENT CORPORATION / ALGO CONSTRUCTION AND POWER DEVELOPMENT, INC.",INFINITUM 888 AND DEVELOPMENT / ALGO AND POWER DEVELOPMENT,"77,163,172.60",77163172.6,07/17/2024,2024-07-17,03/25/2025,2025-03-25,16.717258,121.728525
5954,24EA0036,2024,2024,"Construction of Flood Control Structure Along Tipo River, Buenavista, Marinduque",,GUIMARAS,IV-B,IV-B,"SUNWEST, INC. (FORMERLY: SUNWEST CONSTRUCTION & DEVELOPMENT CORPORATION)",SUNWEST (FORMERLY: SUNWEST & DEVELOPMENT ),"96,495,777.91",96495777.91,02/19/2024,2024-02-19,03/24/2025,2025-03-24,13.266521,121.928759
5697,24DJ0115,2024,2024,"Construction of Dumacaa River Flood Control Structure (Package 22), Lucena City, Quezon",,QUEZON,IV-A,IV-A,UNIVERSAL DE LEON CONSTRUCTION AND AGGREGATES,UNIVERSAL DE LEON AND AGGREGATES,"96,500,000.00",96500000.0,04/29/2024,2024-04-29,03/24/2025,2025-03-24,13.94218,121.61816
10046,24M00162,2024,2024,"Construction of Concrete Revetment, Downstream of Sinawal Bridge, Sinawal River, Barangay Labangal, General Santos City",,SOUTH COTABATO,XII,Region XII,J.G. ORANZA CONSTRUCTION,J.G. ORANZA,"120,624,229.69",120624229.69,08/12/2024,2024-08-12,03/21/2025,2025-03-21,6.111089,125.149238
9303,24KI0029,2024,2024,"Construction of Flood Control along Daisug River,Lopez Jaena, Misamis Occidental",,MISAMIS OCCIDENTAL,X,Region X,MINDANAO ROCK,MINDANAO ROCK,"37,239,990.16",37239990.16,03/11/2024,2024-03-11,03/21/2025,2025-03-21,8.55007,123.77207
9126,24KA0109,2024,2024,"Construction of Flood Mitigation Structure along Impasug-ong Bridge (Right Side), Impasug-ong, Bukidnon",,BUKIDNON,X,Region X,ROSBILL CONSTRUCTION AND SUPPLY,ROSBILL AND SUPPLY,"96,500,000.00",96500000.0,01/31/2024,2024-01-31,03/21/2025,2025-03-21,8.305936,125.011853
3175,24BF0044,2024,2024,"Construction of Slope Protection Structure for Cagayan River Basin, Magat River, Aplat Section, Package 2, Aurora, Isabela",,ISABELA,II,Region II,JWU CONSTRUCTION AND SUPPLY,JWU AND SUPPLY,"144,740,047.39",144740047.39,07/17/2024,2024-07-17,03/21/2025,2025-03-21,16.952939,121.601353
10345,23NF0037,2023,2023,"Reconstruction/Rehabilitation of Drainage System Dapa, Surigao Del Norte",,SURIGAO DEL NORTE,XIII,Region XIII,BOOMETRIX DEVELOPMENT CORP.,BOOMETRIX DEVELOPMENT,"67,049,933.50",67049933.5,08/30/2023,2023-08-30,03/20/2025,2025-03-20,9.75786,126.05224
9907,24MC0040,2024,2024,"Construction of Revetment along Mabato River Sta. 2+800 - Sta. 3+110 L/S (Junction with Overflow bridge), Barangay Bantac, Magpet, Cotabato",,COTABATO (NORTH COTABATO),XII,Region XII,JARGON CONSTRUCTION & SUPPLY,JARGON & SUPPLY,"49,000,000.00",49000000.0,04/17/2024,2024-04-17,03/20/2025,2025-03-20,7.112974,125.130114
8220,24HN0191,2024,2024,"Construction of Flood Control Structure along Orel Creek, Barangay Banilad, Mandaue City",,CEBU,VII,Region VII,ZLREJ TRADING AND CONSTRUCTION CORPORATION,ZLREJ TRADING AND,"67,450,000.00",67450000.0,09/11/2024,2024-09-11,03/20/2025,2025-03-20,10.33861,123.921262
9904,24MC0026,2024,2024,"Construction of Revetment along Marbol River (Phase II) Barangay New Cebu, Pres. Roxas, Cotabato",,COTABATO (NORTH COTABATO),XII,Region XII,MARCUS CONSTRUCTION & SUPPLY,MARCUS & SUPPLY,"96,493,871.31",96493871.31,04/09/2024,2024-04-09,03/19/2025,2025-03-19,7.101255,125.043361
5040,25CJ0127,2025,2025,"Construction of Flood Control Structure along Masalasa Creek (Segment 52), Tarlac City, Tarlac",,TARLAC,III,Region III,WHITE OAK CONSTRUCTION & DEVELOPMENT CORP.,WHITE OAK & DEVELOPMENT,"24,125,000.00",24125000.0,02/17/2025,2025-02-17,03/19/2025,2025-03-19,15.478608,120.634742
7293,24FI0063,2024,2024,"Construction of Flood Mitigation Structure, Barangay Quinyangan Diotay, Balud, Masbate",,MASBATE,V,Region V,NEXT GENERATION CONSTRUCTION AND SUPPLY CORPORATION / 3R3M CONSTRUCTION AND SUPPLY CORPORATION (FORMERLY: 3R3M CONSTRUCTION AND SUPPLY),NEXT GENERATION AND SUPPLY / 3R3M AND SUPPLY (FORMERLY: 3R3M AND SUPPLY),"62,724,959.24",62724959.24,07/10/2024,2024-07-10,03/17/2025,2025-03-17,11.964186,123.233907
3560,24CN0150,2024,2024,"Construction of Flood Control Structure, Brgy. Diteki, San Luis, Aurora",,AURORA,III,Region III,GERRA CONSTRUCTION INCORPORATED (FORMERLY: GERRA CONSTRUCTION),GERRA (FORMERLY: GERRA ),"49,500,000.00",49500000.0,05/30/2024,2024-05-30,03/17/2025,2025-03-17,15.66458,121.42708
2515,24AF0012,2024,2024,"Construction of Flood Control Structure along Aringay River Basin, Tubao, La Union (Package 8)",,LA UNION,I,Region I,RODEKOM GENERAL CONSTRUCTION AND ENTERPRISE,RODEKOM GENERAL AND ENTERPRISE,"48,926,107.83",48926107.83,02/02/2024,2024-02-02,03/17/2025,2025-03-17,16.367985,120.401734
1678,24OE0011,2024,2024,"Construction of Retarding Basin at Estero dela Reina (Phase XXI), Tondo, Manila City",,CITY OF MANILA,Construction of Retarding Basin,CONSTRUCTION OF RETARDING BASIN,G.F. FABIAN CONSTRUCTION / F316 CONSTRUCTION CORP.,G.F. FABIAN / F316,"96,349,103.73",96349103.73,02/08/2024,2024-02-08,03/17/2025,2025-03-17,14.606302,120.970606
1132,24OA0022,2024,2024,"Construction of Ablola Pumping Station, Barangay Tangos North, Navotas City",,NAVOTAS CITY,Construction of Flood Mitigation Facility,CONSTRUCTION OF FLOOD MITIGATION FACILITY,ST. TIMOTHY CONSTRUCTION CORPORATION,ST. TIMOTHY,"48,999,201.71",48999201.71,02/12/2024,2024-02-12,03/17/2025,2025-03-17,14.674238,120.936834
2554,24AF0141,2024,2024,"Construction of Flood Control Structure along Aringay River Basin, Brgy. Magsaysay, Tubao, La Union",,LA UNION,I,Region I,VILLAR GENERAL CONSTRUCTION AND SUPPLIES,VILLAR GENERAL AND SUPPLIES,"19,284,998.86",19284998.86,05/07/2024,2024-05-07,03/16/2025,2025-03-16,16.3491,120.4257
2556,24AF0195,2024,2024,"Construction of Flood Control Structures along Bauang River Basin, Sto Tomas, La Union",,LA UNION,I,Region I,HIGH ROCK CONSTRUCTION AND SUPPLIES INCORPORATED / JHI CONSTRUCTION & SUPPLY,HIGH ROCK AND SUPPLIES / JHI & SUPPLY,"96,494,448.46",96494448.46,12/24/2024,2024-12-24,03/16/2025,2025-03-16,16.512147,120.365269
2550,24AF0125,2024,2024,"Construction of Flood Control structure along Bauang River Basin (Package 9), Naguilian, La Union",,LA UNION,I,Region I,UNIMAX STEEL STRUCTURE AND CONSTRUCTION CORP.,UNIMAX STEEL STRUCTURE AND,"94,560,757.31",94560757.31,04/18/2024,2024-04-18,03/16/2025,2025-03-16,16.515925,120.384517
2551,24AF0126,2024,2024,"Construction of Flood Control structure along Bauang River Basin (Package 10), Naguilian, La Union",,LA UNION,I,Region I,UNIMAX STEEL STRUCTURE AND CONSTRUCTION CORP.,UNIMAX STEEL STRUCTURE AND,"82,403,230.11",82403230.11,04/18/2024,2024-04-18,03/16/2025,2025-03-16,16.505633,120.401368
2545,24AF0120,2024,2024,"Construction of Flood Control structure along Bauang River Basin (Package 4), Naguilian, La Union",,LA UNION,I,Region I,UNIVERSAL DE LEON CONSTRUCTION AND AGGREGATES,UNIVERSAL DE LEON AND AGGREGATES,"94,560,128.59",94560128.59,04/18/2024,2024-04-18,03/16/2025,2025-03-16,16.522447,120.395303
2552,24AF0139,2024,2024,"Construction of Flood Control Structures along Aringay River Basin, Brgy. Sta. Lucia, Aringay, La Union",,LA UNION,I,Region I,KRYPTONITE 6S BUILDERS INC.,KRYPTONITE 6S,"19,224,221.54",19224221.54,05/08/2024,2024-05-08,03/16/2025,2025-03-16,16.3981,120.3422
2548,24AF0123,2024,2024,"Construction of Flood Control structure along Bauang River Basin (Package 7), Naguilian, La Union",,LA UNION,I,Region I,UNIMAX STEEL STRUCTURE AND CONSTRUCTION CORP.,UNIMAX STEEL STRUCTURE AND,"94,560,506.31",94560506.31,04/18/2024,2024-04-18,03/16/2025,2025-03-16,16.5179,120.399539
2553,24AF0140,2024,2024,"Construction of Flood Control Structure along Aringay River Basin Barangay Halog East, Tubao, La Union (Package 7)",,LA UNION,I,Region I,VILLAR GENERAL CONSTRUCTION AND SUPPLIES,VILLAR GENERAL AND SUPPLIES,"19,284,998.86",19284998.86,05/07/2024,2024-05-07,03/16/2025,2025-03-16,16.356472,120.414691
2540,24AF0113,2024,2024,"Construction of Flood Control structure along Bauang River Basin (Package 6), Bauang, La Union",,LA UNION,I,Region I,SILVERWOLVES CONSTRUCTION CORPORATION,SILVERWOLVES,"89,737,362.73",89737362.73,04/16/2024,2024-04-16,03/16/2025,2025-03-16,16.516406,120.335475
2541,24AF0114,2024,2024,"Construction of Flood Control structure along Bauang River Basin (Package 7), Bauang, La Union",,LA UNION,I,Region I,SILVERWOLVES CONSTRUCTION CORPORATION,SILVERWOLVES,"89,737,260.38",89737260.38,04/16/2024,2024-04-16,03/16/2025,2025-03-16,16.518456,120.347036
2538,24AF0111,2024,2024,"Construction of Flood Control structure along Bauang River Basin (Package 4), Bauang, La Union",,LA UNION,I,Region I,SILVERWOLVES CONSTRUCTION CORPORATION,SILVERWOLVES,"89,736,445.72",89736445.72,04/16/2024,2024-04-16,03/16/2025,2025-03-16,16.519056,120.354714
2537,24AF0110,2024,2024,"Construction of Flood Control structure along Bauang River Basin (Package 3), Bauang, La Union",,LA UNION,I,Region I,SILVERWOLVES CONSTRUCTION CORPORATION,SILVERWOLVES,"89,736,907.75",89736907.75,04/16/2024,2024-04-16,03/16/2025,2025-03-16,16.520656,120.348475
2539,24AF0112,2024,2024,"Construction of Flood Control structure along Bauang River Basin (Package 5), Bauang, La Union",,LA UNION,I,Region I,SILVERWOLVES CONSTRUCTION CORPORATION,SILVERWOLVES,"89,736,347.57",89736347.57,04/16/2024,2024-04-16,03/16/2025,2025-03-16,16.516203,120.360733
2531,24AF0096,2024,2024,"Construction of Flood Control Structures along Bauang River Basin, Burgos, La Union",,LA UNION,I,Region I,ANORE CONSTRUCTION,ANORE,"96,489,333.05",96489333.05,04/16/2024,2024-04-16,03/16/2025,2025-03-16,16.515549,120.44248
2529,24AF0094,2024,2024,"Construction of Shore Protection Works, Barangay Urayong, Bauang, La Union",,LA UNION,I,Region I,ANORE CONSTRUCTION,ANORE,"96,493,843.08",96493843.08,04/16/2024,2024-04-16,03/16/2025,2025-03-16,16.459076,120.331704
2526,24AF0052,2024,2024,"Construction of Flood Control Structure along Aringay River Basin, Brgy. Halong West, Tubao, La Union",,LA UNION,I,Region I,VILLAR GENERAL CONSTRUCTION AND SUPPLIES,VILLAR GENERAL AND SUPPLIES,"29,693,452.57",29693452.57,02/27/2024,2024-02-27,03/16/2025,2025-03-16,16.348489,120.415777
2532,24AF0097,2024,2024,"Construction of Flood Control Structures along Bauang River Basin, Bagulin, La Union",,LA UNION,I,Region I,ANORE CONSTRUCTION,ANORE,"96,403,190.33",96403190.33,04/16/2024,2024-04-16,03/16/2025,2025-03-16,16.609634,120.439071
2533,24AF0101,2024,2024,"Construction of Flood Control Structure along Bauang River Basin, Barangay Acao, Bauang, La Union",,LA UNION,I,Region I,PANGASINAN NEW WILSON LUMBER & CONSTRUCTION SUPPLY,PANGASINAN NEW WILSON LUMBER & SUPPLY,"28,946,444.57",28946444.57,06/19/2024,2024-06-19,03/16/2025,2025-03-16,16.518327,120.33804
2520,24AF0042,2024,2024,"Construction of Flood Control Structure, Barangay Liquicia, Caba, La Union",,LA UNION,I,Region I,VILLAR GENERAL CONSTRUCTION AND SUPPLIES,VILLAR GENERAL AND SUPPLIES,"48,995,000.01",48995000.01,02/16/2024,2024-02-16,03/16/2025,2025-03-16,16.42906,120.400588
2524,24AF0050,2024,2024,"Construction of Flood Control Structure along Aringay River Basin, Brgy. Lloren, Tubao, La Union",,LA UNION,I,Region I,VILLAR GENERAL CONSTRUCTION AND SUPPLIES,VILLAR GENERAL AND SUPPLIES,"29,693,483.68",29693483.68,02/27/2024,2024-02-27,03/16/2025,2025-03-16,16.3361,120.4538
2522,24AF0048,2024,2024,"Construction of Flood Control Structure along Aringay River Basin, Barangay Sta. Teresa, Tubao, La Union",,LA UNION,I,Region I,VILLAR GENERAL CONSTRUCTION AND SUPPLIES,VILLAR GENERAL AND SUPPLIES,"48,987,820.45",48987820.45,02/29/2024,2024-02-29,03/16/2025,2025-03-16,16.365157,120.403667
2521,24AF0043,2024,2024,"Construction of Flood Control Structure, Barangay San Fermin, Caba, La Union",,LA UNION,I,Region I,VILLAR GENERAL CONSTRUCTION AND SUPPLIES,VILLAR GENERAL AND SUPPLIES,"48,995,000.00",48995000.0,02/16/2024,2024-02-16,03/16/2025,2025-03-16,16.452385,120.394532
2525,24AF0051,2024,2024,"Construction of Flood Control Structure, Aringay River Basin, Brgy. Magsaysay, Tubao, La Union (Package 4)",,LA UNION,I,Region I,VILLAR GENERAL CONSTRUCTION AND SUPPLIES,VILLAR GENERAL AND SUPPLIES,"29,694,079.43",29694079.43,02/27/2024,2024-02-27,03/16/2025,2025-03-16,16.344816,120.423261
2516,24AF0013,2024,2024,"Construction of Flood Control Structure along Aringay River Basin, Barangay Pideg, Tubao, La Union",,LA UNION,I,Region I,RODEKOM GENERAL CONSTRUCTION AND ENTERPRISE,RODEKOM GENERAL AND ENTERPRISE,"48,938,884.30",48938884.3,02/02/2024,2024-02-02,03/16/2025,2025-03-16,16.335989,120.429847
2424,24A00337,2024,2024,"Rehabilitation of Flood Control Structure along Gantay River at Barangay Salincob, Bacnotan, La Union",,LA UNION,I,Region I,MY BUILDERS AND CONSTRUCTION,MY AND,"96,499,911.45",96499911.45,05/03/2024,2024-05-03,03/14/2025,2025-03-14,16.734749,120.376223
7854,24GK0010,2024,2024,"Construction of Flood Control Structure of Imbang River (Upstream), Silay City, Negros Occidental",,NEGROS OCCIDENTAL,Construction of Flood Mitigation Structure,CONSTRUCTION OF FLOOD MITIGATION STRUCTURE,SILVERGRACES CONSTRUCTION AND CONSTRUCTION SUPPLY,SILVERGRACES AND SUPPLY,"96,499,999.99",96499999.99,02/19/2024,2024-02-19,03/12/2025,2025-03-12,10.82684,122.97147
1747,25OE0027,2025,2025,"Installation of Pump Accessories along Estero de Magdalena, Tondo, Manila City",,CITY OF MANILA,Construction of Flood Mitigation Facility,CONSTRUCTION OF FLOOD MITIGATION FACILITY,GOLDEN J'S CONSTRUCTION SERVICES,GOLDEN J'S SERVICES,"48,015,187.82",48015187.82,02/14/2025,2025-02-14,03/12/2025,2025-03-12,14.608219,120.97724
1883,24OF0126,2024,2024,"Construction of Flood Control Structure along Marikina River, Barangay Bagong Silangan, Quezon City",,QUEZON CITY,Construction of Revetment,CONSTRUCTION OF REVETMENT,DIADEMA CONSTRUCTION AND ENTERPRISES INC. (FORMERLY: DIADEMA ENTERPRISES) / AF3 CONSTRUCTION CORPORATION,DIADEMA AND ENTERPRISES (FORMERLY: DIADEMA ENTERPRISES) / AF3,"95,341,600.18",95341600.18,03/18/2024,2024-03-18,03/11/2025,2025-03-11,14.693778,121.111079
8168,24H00016,2024,2024,"Construction of Flood Control Structure along Cotcot River, Upstream, Liloan, Cebu",,CEBU,VII,Region VII,"MC GEOMETRIC PROPORTIONS, INC. / ALPHA & OMEGA GEN. CONTRACTOR & DEVELOPMENT CORP.",MC GEOMETRIC PROPORTIONS / ALPHA & OMEGA GEN. CONTRACTOR & DEVELOPMENT,"149,847,604.36",149847604.36,04/04/2024,2024-04-04,03/10/2025,2025-03-10,10.438442,123.999612
7692,24GH0043,2024,2024,"Construction of Flood Control Structure, Barangay Natividad, Barotac Viejo, Iloilo",,ILOILO,VI,Region VI,PANAY EAST COAST CONSTRUCTION & SUPPLY,PANAY EAST COAST & SUPPLY,"44,100,000.00",44100000.0,01/30/2024,2024-01-30,03/10/2025,2025-03-10,11.02349,122.85145
5495,24DQ0068,2024,2024,"Construction of Revetment along Bacoor River, Brgy. Molino IV (Duplex Homes), Bacoor City, Cavite",,CAVITE,IV-A,IV-A,ALMAKAR BUILDERS & METAL WORKS,ALMAKAR & METAL WORKS,"96,499,777.70",96499777.7,05/17/2024,2024-05-17,03/10/2025,2025-03-10,14.37781,120.97637
5494,24DQ0041,2024,2024,"Construction of Revetment along Bacoor River, Phase II, Brgy. Habay I and Brgy. Panapaan IV, Bacoor City, Cavite",,CAVITE,IV-A,IV-A,GRAIA CONSTRUCTION CORPORATION,GRAIA,"96,097,340.67",96097340.67,05/17/2024,2024-05-17,03/10/2025,2025-03-10,14.44865,120.95191
5435,24DQ0067,2024,2024,"Construction of Revetment along Carmona River (Upstream), Brgy. Milagrosa, Carmona, Cavite (Phase 1)",,CAVITE,IV-A,IV-A,OMNICON BUILDERS,OMNICON,"69,298,609.16",69298609.16,05/15/2024,2024-05-15,03/10/2025,2025-03-10,14.303515,121.04547
10441,23NH0003,2023,2023,"Construction of Flood Control Structure along Tago River, Brgy. Libas Gua, San Miguel, Surigao del Sur",,SURIGAO DEL SUR,XIII,Region XIII,LCTING CONSTRUCTION AND DEVELOPMENT CORPORATION (FORMERLY: L.C. TING CONSTRUCTION),LCTING AND DEVELOPMENT (FORMERLY: L.C. TING ),"48,999,999.94",48999999.94,04/04/2023,2023-04-04,03/09/2025,2025-03-09,8.923055,126.076111
5524,24DH0040,2024,2024,"Construction of Flood Control Structure along Romelo River, Siniloan, Laguna",,LAGUNA,IV-A,IV-A,POWER K CONSTRUCTION SUPPLY & SERVICES,POWER K SUPPLY & SERVICES,"96,499,568.47",96499568.47,03/22/2024,2024-03-22,03/07/2025,2025-03-07,14.43,121.45583
8024,24HB0140,2024,2024,"Construction of Seawall Protection, Garcia-Hernandez, Bohol",,BOHOL,VII,Region VII,"MOG CONSTRUCTION INC. / N.N. YU CONSTRUCTION, INC. (FORMERLY: YU CONSTRUCTION)",MOG / N.N. YU (FORMERLY: YU ),"57,877,936.00",57877936.0,05/28/2024,2024-05-28,03/06/2025,2025-03-06,9.617094,124.308454
3287,24BG0182,2024,2024,"Construction of Flood Control Structure along Cagayan River, Barangays PISBAKAL, Angadanan, Isabela",,ISABELA,II,Region II,INFINITI CONSTRUCTION AND DEVELOPMENT CORPORATION,INFINITI AND DEVELOPMENT,"77,157,107.50",77157107.5,07/23/2024,2024-07-23,03/06/2025,2025-03-06,16.750294,121.765219
3176,24BF0051,2024,2024,"Construction of Flood Control Structure along Mallig River, Brgy. Rang-Ayan Section, Mallig, Isabela",,ISABELA,II,Region II,MAR-DEB CONSTRUCTION & DEVELOPMENT CORP. (FORMERLY: MAR-DEB CONSTRUCTION & DEVELOPMENT),MAR-DEB & DEVELOPMENT (FORMERLY: MAR-DEB & DEVELOPMENT),"49,475,272.59",49475272.59,04/15/2024,2024-04-15,03/06/2025,2025-03-06,17.177006,121.57758
8023,24HB0112,2024,2024,"Construction of Manaba River Control, Garcia-Hernandez (Tabuan Section), Bohol, Sta. 0+000.00 - Sta. 0+450.00",,BOHOL,VII,Region VII,MUANA CONSTRUCTION AND DEVELOPMENT CORP. (FORMERLY,MUANA AND DEVELOPMENT (FORMERLY,"98,944,930.25",98944930.25,04/12/2024,2024-04-12,03/05/2025,2025-03-05,9.66293,124.299432
4533,24CG0173,2024,2024,"Construction of Revetment Wall (Pampanga Delta Development Project), Barangay Capalangan, Phase II, Apalit, Pampanga",,PAMPANGA,III,Region III,EDDMARI CONSTRUCTION & TRADING,EDDMARI & TRADING,"74,883,912.45",74883912.45,05/22/2024,2024-05-22,03/05/2025,2025-03-05,14.93597,120.7617
853,24P00012,2024,2024,"Construction of Pinto Flood Control, Sta. 32+000 - Sta. 33+550 (RS), Pinto, Alfonso Lista, Ifugao",,IFUGAO,Construction of Flood Mitigation Structure,CONSTRUCTION OF FLOOD MITIGATION STRUCTURE,DJY CONSTRUCTION,DJY,"96,500,000.00",96500000.0,03/18/2024,2024-03-18,03/05/2025,2025-03-05,16.753124,121.227939
4944,24CJ0171,2024,2024,"Construction of Paniqui Drainage System, Paniqui, Tarlac",,TARLAC,III,Region III,R.R. RICAFORT CONSTRUCTION AND SUPPLIES,R.R. RICAFORT AND SUPPLIES,"144,750,000.00",144750000.0,02/27/2024,2024-02-27,03/04/2025,2025-03-04,15.668383,120.578017
9965,24M00052,2024,2024,"Construction of Riverbank Protection (Phase I), Datu Piang, Maguindanao",,MAGUINDANAO DEL SUR,in Muslim Mindanao,IN MUSLIM MINDANAO,ED1SON DEVELOPMENT & CONSTRUCTION INC. / H-ROYAL CONSTRUCTION,ED1SON DEVELOPMENT & / H-ROYAL,"47,283,436.87",47283436.87,03/18/2024,2024-03-18,03/03/2025,2025-03-03,7.04914,124.46903
8963,24II0036,2024,2024,"Rehabilitation of Bantayan Flood Control Structure, Bantayan River Basin, San Roque, Northern Samar",,NORTHERN SAMAR,VIII,Region VIII,JCL CONSTRUCTION AND SUPPLY,JCL AND SUPPLY,"48,982,964.54",48982964.54,06/07/2024,2024-06-07,03/03/2025,2025-03-03,12.527972,124.848558
2592,24AG0021,2024,2024,"Construction of Flood Control Structure, Brgy. Lucap, Alaminos City, Pangasinan (Package II)",,PANGASINAN,I,Region I,ORIENTAL SALES CENTER AND CONTRACTOR / ALCEL CONSTRUCTION,ORIENTAL SALES CENTER AND CONTRACTOR / ALCEL,"96,491,365.52",96491365.52,02/12/2024,2024-02-12,03/03/2025,2025-03-03,16.182669,120.008813
2590,24AG0012,2024,2024,"Construction of Flood Mitigation Structure along Balingcaguing River (Bangan-Oda Section), Sta. 007+850 - Sta. 008+250, Barangay Bangan-Oda, Agno, Pangasinan",,PANGASINAN,I,Region I,JONIK TRADING & CONSTRUCTION / ALCEL CONSTRUCTION,JONIK TRADING & / ALCEL,"96,500,000.00",96500000.0,02/23/2024,2024-02-23,03/03/2025,2025-03-03,16.108686,119.829299
1183,24OB0330,2024,2024,"Improvement along Balanti Creek, Brgy. Concepcion Dos, Marikina City, Phase 1",,MARIKINA CITY,Construction of Slope Protection Structure,CONSTRUCTION OF SLOPE PROTECTION STRUCTURE,"729 CONSTRUCTION, INC. (FORMERLY 722 CONSTRUCTION, INC.)",729 (FORMERLY 722 ),"48,001,608.49",48001608.49,04/01/2024,2024-04-01,03/03/2025,2025-03-03,14.636266,121.110178
